id,time,symbol,close,high,low,open,volumefrom,volumeto
27368.0,2014-12-31 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-01-01 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-01-02 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-01-03 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-01-04 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-01-05 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-01-06 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-01-07 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-01-08 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-01-09 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-01-10 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-01-11 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-01-12 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-01-13 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-01-14 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-01-15 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-01-16 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-01-17 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-01-18 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-01-19 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-01-20 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-01-21 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-01-22 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-01-23 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-01-24 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-01-25 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-01-26 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-01-27 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-01-28 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-01-29 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-01-30 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-01-31 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-02-01 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-02-02 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-02-03 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-02-04 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-02-05 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-02-06 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-02-07 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-02-08 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-02-09 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-02-10 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-02-11 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-02-12 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-02-13 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-02-14 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-02-15 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-02-16 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-02-17 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-02-18 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-02-19 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-02-20 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-02-21 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-02-22 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-02-23 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-02-24 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-02-25 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-02-26 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-02-27 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-02-28 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-03-01 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-03-02 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-03-03 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-03-04 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-03-05 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
27368.0,2015-03-06 16:00:00,NEO,0.0,0.0,0.0,0.0,0.0,0.0
